Collection ID,Collection Name,Item Type,Item ID,Item Name,Item Slug,Partner Name,Part Of A Specialization,Part Of Specialization ID,Part Of Specialization Name,Course Deeplink,Duration,For-credit,Auto-enrollment,Start Date,End Date
,,COURSE,UltY05FkEe-KjBKlSS1PLQ,Digital Marketing Tools: Machine Learning and AI,digital-marketing-tools-machine-learning-and-ai,"University of Maryland, College Park",TRUE,Z9FiSJCzTxCQE9pKdXSlkA,Foundations of Digital Marketing,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=UltY05FkEe-KjBKlSS1PLQ&productType=course&showMiniModal=true&attemptSSOLogin=true,15,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,vkSrmqkoEeyxDg4ukgkVlw,Dataprep: Qwik Start,googlecloud-dataprep-qwik-start-sbgfs,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=vkSrmqkoEeyxDg4ukgkVlw&productType=course&showMiniModal=true&attemptSSOLogin=true,2,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,z53Io6KxEe-JqxLMjERgCQ,Data Analysis and Visualization with Python,microsoft-data-analysis-visualization-with-python,Microsoft,TRUE,73SfxEbZTkqRkJsZSElEww,Microsoft Python Development ,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=z53Io6KxEe-JqxLMjERgCQ&productType=course&showMiniModal=true&attemptSSOLogin=true,15,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,KUSCrfN6Ee--nhIUP1DqPQ,Pod Management with Kubernetes: Run containerized workloads,pod-management-with-kubernetes-run-containerized-workloads,Coursera Project Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=KUSCrfN6Ee--nhIUP1DqPQ&productType=course&showMiniModal=true&attemptSSOLogin=true,5,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,01ZyqexTEeqvJAoWlWafpw,Optimize TensorFlow Models For Deployment with TensorRT,tensorflow-tensorrt,Coursera Project Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=01ZyqexTEeqvJAoWlWafpw&productType=course&showMiniModal=true&attemptSSOLogin=true,1,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,NETqMKUREeqV0A5jsaDEow,Building an Ecosystem model with Insight Maker,ecosystem-insight-maker,Coursera Project Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=NETqMKUREeqV0A5jsaDEow&productType=course&showMiniModal=true&attemptSSOLogin=true,1,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,TrVqFf2zEe-glg6vww23RQ,Security Command Center Enterprise 使用入门,getting-started-with-security-command-center-enterprise-zhcn,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=TrVqFf2zEe-glg6vww23RQ&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,FNlinV-kEe62wwrYx-2qTQ,Oracle SQL Performance Tuning,oracle-sql-performance,EDUCBA,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=FNlinV-kEe62wwrYx-2qTQ&productType=course&showMiniModal=true&attemptSSOLogin=true,8,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,rXPV3qNSEe-M0A6J7VObuQ,Boost Productivity with Gemini in BigQuery - 简体中文,boost-productivity-with-gemini-in-bigquery-zh,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=rXPV3qNSEe-M0A6J7VObuQ&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,xbgYoEluEe2zJA5jm2gmKQ,Analítica y ciencia de datos para negocios,analtica-y-ciencia-de-datos-para-negocio,Pontificia Universidad Católica del Perú,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=xbgYoEluEe2zJA5jm2gmKQ&productType=course&showMiniModal=true&attemptSSOLogin=true,14,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,qGdS0cFWEeW9aArg9sD4Fw,Cybersecurity Capstone Project,cyber-security-capstone,"University of Maryland, College Park",TRUE,FTXassFVEeWsLRKfHbzppQ,Cybersecurity,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=qGdS0cFWEeW9aArg9sD4Fw&productType=course&showMiniModal=true&attemptSSOLogin=true,4,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,1IRyXkdBEe6WbA6Rm9OQgw,Effective Inventory Management and Optimization ,effective-inventory-management-and-optimization,Starweaver,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=1IRyXkdBEe6WbA6Rm9OQgw&productType=course&showMiniModal=true&attemptSSOLogin=true,4,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,UJ9ZVUagEeWg8Q7YVWmVfw,Executive Data Science Capstone,executive-data-science-capstone,Johns Hopkins University,TRUE,2WZBsk2oEeWnsxIyrc6Ecw,Executive Data Science,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=UJ9ZVUagEeWg8Q7YVWmVfw&productType=course&showMiniModal=true&attemptSSOLogin=true,1,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,d6Rqo9N9Ee2JTRI1JsrK-w,"American Politics, Society, and History",american-politics-society-and-history-mooc,O.P. Jindal Global University,TRUE,VE4mWRRdS4moqRvDt_3INw,"American Politics, Foreign Policy, and US-India Ties",https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=d6Rqo9N9Ee2JTRI1JsrK-w&productType=course&showMiniModal=true&attemptSSOLogin=true,8,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,V_8UNumsEeauyxJPqawLIg,Los gobiernos locales como actores internacionales,gobiernos-locales,Universidad Nacional Autónoma de México,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=V_8UNumsEeauyxJPqawLIg&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,D6wKTFSTEeqIdQr9mYZ_6w,Microwave engineering and antennas,microwave-antenna,Eindhoven University of Technology,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=D6wKTFSTEeqIdQr9mYZ_6w&productType=course&showMiniModal=true&attemptSSOLogin=true,44,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,KtIm8mouEe-zXBID9Vp6zQ,Web Hacking Expert - Full-Stack Exploitation Mastery,packt-web-hacking-expert-full-stack-exploitation-mastery-6cw2g,Packt,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=KtIm8mouEe-zXBID9Vp6zQ&productType=course&showMiniModal=true&attemptSSOLogin=true,5,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,KQwSg3eEEe-cBRK_mZB3Bw,Prescriptive Analytics Project Ideation,prescriptive-analytics-project-ideation,University of Minnesota,TRUE,rR72XR0HQQyat4h0Ap2GQw,Analytics Project Ideation,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=KQwSg3eEEe-cBRK_mZB3Bw&productType=course&showMiniModal=true&attemptSSOLogin=true,12,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,1PXFKGIMEe62wwrYx-2qTQ,Mastering EV Cooling: Advanced Thermal Management,mastering-ev-cooling-advanced-thermal-management,Coursera Instructor Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=1PXFKGIMEe62wwrYx-2qTQ&productType=course&showMiniModal=true&attemptSSOLogin=true,2,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,5WSrIYnSEeyttA5kKFiUPQ,College English Prep,college-english-prep,University of North Texas,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=5WSrIYnSEeyttA5kKFiUPQ&productType=course&showMiniModal=true&attemptSSOLogin=true,4,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,DXaMUmPDEe-kNRKvYx1DyQ,AWS IAM: The Cloud Engineer's Security Handbook,packt-aws-iam-the-cloud-engineers-security-handbook-trgh5,Packt,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=DXaMUmPDEe-kNRKvYx1DyQ&productType=course&showMiniModal=true&attemptSSOLogin=true,9,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,es3OSXqhEea1Vw7ENWFEPw,Positive Psychology: Resilience Skills,positive-psychology-resilience,University of Pennsylvania,TRUE,4Nm6G3qgEeaz6w5WDnMvFQ,Foundations of Positive Psychology ,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=es3OSXqhEea1Vw7ENWFEPw&productType=course&showMiniModal=true&attemptSSOLogin=true,10,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,oSqSRnTdEe6cGRLYM3VilQ,AppSheet Administration,appsheet-administration,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=oSqSRnTdEe6cGRLYM3VilQ&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,tmasEm39Ee-CUA7-5BJkaw,Modeling Data in Power BI,modeling-data-in-power-bi,Microsoft,TRUE,mHbMHgzARVmL0SNdtwFKJg,Microsoft Power BI and Power Platform for Productivity,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=tmasEm39Ee-CUA7-5BJkaw&productType=course&showMiniModal=true&attemptSSOLogin=true,13,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,6AGIXvZZEe2OqwqhrYNGhQ,The Human Body's Communication Systems,human-body-communication-systems,MedCerts,TRUE,y115AxFeQG27plEdIAZzPQ,Human Anatomy and Medical Terminology Fundamentals,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=6AGIXvZZEe2OqwqhrYNGhQ&productType=course&showMiniModal=true&attemptSSOLogin=true,8,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,xyjvS5lkEeuG-w7Ew7bzMQ,Study Skills for University Success,study-skills-for-university-success,"University of California, Irvine",TRUE,fH4jepllEeugtw5wj3v7iQ,Essential English for University Success,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=xyjvS5lkEeuG-w7Ew7bzMQ&productType=course&showMiniModal=true&attemptSSOLogin=true,3,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,z-9tehZkEe-d6hIj26omoQ,Kafka Fundamentals,apache-kafka-fundamentals,LearnKartS,TRUE,ckvBP0hURJKfrDHH3WpVEA,Apache Kafka,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=z-9tehZkEe-d6hIj26omoQ&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,GtPDVDY-Eeu1Gwqrp_HSPw,Cybersécurité : comment sécuriser un site web,cybersecurite-site-web-securite,Institut Mines-Télécom,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=GtPDVDY-Eeu1Gwqrp_HSPw&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,mQRg1EGLEee4pw7hxA2o1A,Battery State-of-Health (SOH) Estimation,battery-state-of-health,"University of Colorado Boulder,University of Colorado System",TRUE,i06fSUGJEeee1wo4ipJ_FA,Algorithms for Battery Management Systems,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=mQRg1EGLEee4pw7hxA2o1A&productType=course&showMiniModal=true&attemptSSOLogin=true,12,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,2FOUwsTiEemJkg4_u7ZkzA,Cryptography and Hashing Overview,crypto-hashing,"University of California, Irvine",TRUE,okkMhcTiEemTMg57eQs_yg,Blockchain,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=2FOUwsTiEemJkg4_u7ZkzA&productType=course&showMiniModal=true&attemptSSOLogin=true,3,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,XsS8rsDlEe-ADgr_3OZlyQ,Full-Stack DApp Development with React and Web3,packt-full-stack-dapp-development-with-react-and-web3-605x4,Packt,TRUE,hBT0L0v2QUKkI1NrC41r1w,Complete DApp - Solidity and React - Blockchain Development,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=XsS8rsDlEe-ADgr_3OZlyQ&productType=course&showMiniModal=true&attemptSSOLogin=true,15,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,zSmzLR5LEeS6wiIACzGPEQ,New Models of Business in Society,uva-darden-business-society,University of Virginia,TRUE,JIDtDNziEeq5dgp4eocg-Q,Entrepreneurship: Growing Your Business,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=zSmzLR5LEeS6wiIACzGPEQ&productType=course&showMiniModal=true&attemptSSOLogin=true,5,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,izne5aJuEeuprg40Wd_vzw,D'un infini à l'autre,physique-deux-infinis-liens,École Polytechnique,TRUE,E0oTpX2LEeuk9Ao15oQeYw,Voyages de l'infiniment grand à l'infiniment petit,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=izne5aJuEeuprg40Wd_vzw&productType=course&showMiniModal=true&attemptSSOLogin=true,3,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,nkSrAgmVEeyfCRK_crecDw,Arranging and Visualizing Data in R ,arranging-visualizing-data-r,University of Michigan,TRUE,nflwewmVEeymVhJCFT3Bww,Data Science for Health Research,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=nkSrAgmVEeyfCRK_crecDw&productType=course&showMiniModal=true&attemptSSOLogin=true,15,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,D0ARB6kqEeywagovoAKHOQ,App Dev: Deploying the Application into Kubernetes Engine - Python,googlecloud-app-dev-deploying-the-application-into-kubernetes-engine-pytho-emnhx,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=D0ARB6kqEeywagovoAKHOQ&productType=course&showMiniModal=true&attemptSSOLogin=true,2,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,fQHSXWGXEeyIUg4Qv2RsBQ,إتقان الإدارة المالية | Mastering Financial Management,mastering-financial-management,Alfaisal University | KLD,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=fQHSXWGXEeyIUg4Qv2RsBQ&productType=course&showMiniModal=true&attemptSSOLogin=true,2,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,LtBbEeGHEeaJ4g5huBPuvg,SEL Capstone,sel-capstone,University of Colorado Boulder,TRUE,2rtk-uGGEea0Ogo4iZVuBA,The Teacher and Social and Emotional Learning (SEL),https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=LtBbEeGHEeaJ4g5huBPuvg&productType=course&showMiniModal=true&attemptSSOLogin=true,8,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,DTsx6t_AEeuTww4ta8ZJrw,Ressources minérales et transition,ressources-minerales-et-transition,Institut Mines-Télécom,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=DTsx6t_AEeuTww4ta8ZJrw&productType=course&showMiniModal=true&attemptSSOLogin=true,13,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,3Mx9OdMpEeqjxQ6qmmtiuQ,L'entrepreneuriat social : changer d'échelle ,entrepreneuriat-social-changer-d-echelle,ESSEC Business School,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=3Mx9OdMpEeqjxQ6qmmtiuQ&productType=course&showMiniModal=true&attemptSSOLogin=true,13,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,bb8QJDnVEe-9Ig7qA4dB5w,Gemini for Data Scientists and Analysts - Deutsch,gemini-for-data-scientists-and-analysts-deutsch,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=bb8QJDnVEe-9Ig7qA4dB5w&productType=course&showMiniModal=true&attemptSSOLogin=true,5,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,yact_xi0Ee2GPBICZUcXMQ,Blocks-based ABM with NetTango,blocks-based-abm-with-nettango,Coursera Project Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=yact_xi0Ee2GPBICZUcXMQ&productType=course&showMiniModal=true&attemptSSOLogin=true,2,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,ol2EQDE6EeWWqBIFfWmDPQ,Economie du sol et de l'immobilier I,economie-sol-immobilier-1,École Polytechnique Fédérale de Lausanne,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=ol2EQDE6EeWWqBIFfWmDPQ&productType=course&showMiniModal=true&attemptSSOLogin=true,30,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,#NAME?,IA Para Todos (Español),ai-for-everyone-es,DeepLearning.AI,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=-dStqHwLEemRuwqxTtPkKg&productType=course&showMiniModal=true&attemptSSOLogin=true,9,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,_3wimVTUEe-WGgr_wsulbw,Dell Technologies Technical Support for Software,dell-technical-support-for-software,Dell,TRUE,#NAME?,Dell Technologies Technical Customer Support Specialist,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=_3wimVTUEe-WGgr_wsulbw&productType=course&showMiniModal=true&attemptSSOLogin=true,6,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,Tr1MYcgNEeqPAhL868CW2w,Public Involvement in Research,public-involvement-in-research,Imperial College London,TRUE,_xbbaOg1EeqZQw5YrcP8PQ,Participatory Approaches in Public Health,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=Tr1MYcgNEeqPAhL868CW2w&productType=course&showMiniModal=true&attemptSSOLogin=true,15,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,bd0znK7-EemyMA5Lq7-tfA,La alfabetización temprana en contextos rurales ,alfabetizacion-temprana-contextos-rurales,Universidad Austral,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=bd0znK7-EemyMA5Lq7-tfA&productType=course&showMiniModal=true&attemptSSOLogin=true,12,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,N0ZjdDIQEe-YcA77IVc2yQ,Workforce Productivity,workforce-productivity,Coursera Instructor Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=N0ZjdDIQEe-YcA77IVc2yQ&productType=course&showMiniModal=true&attemptSSOLogin=true,2,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,CxxumSBhEemJbAr6YyMGrg,Fundamentos do Suporte Técnico,fundamentos-do-suporte-tecnico,Google,TRUE,"1BcM01KBEemo1Q5SMnwceg,QE4tKYGmEem2fgrSf7QW9A,ne0oLK10Ee2-UQ5ft5UA3w","Google IT Support - Portuguese,Suporte em TI do Google,Suporte em TI do Google",https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=CxxumSBhEemJbAr6YyMGrg&productType=course&showMiniModal=true&attemptSSOLogin=true,13,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,2V0wzzYyEeuFYg7AZmoFgw,Fundamentals of Data Analysis,fundamentals-of-data-analysis,LearnQuest,TRUE,lyxvsI59EeuSYgr2rFLGgw,Key Technologies in Data Analytics,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=2V0wzzYyEeuFYg7AZmoFgw&productType=course&showMiniModal=true&attemptSSOLogin=true,9,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,l28DESP2EeWcQw5YiljpGw,Tesoros de la Física y sus Descubridores I,tesoros-de-la-fisica,Universidad de los Andes,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=l28DESP2EeWcQw5YiljpGw&productType=course&showMiniModal=true&attemptSSOLogin=true,20,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,26gHJUvWEe2duhJkJYfIJQ,Digital Media and Strategic Planning in Technology Markets,digital-media-and-strategic-planning-in-technology-markets,University of Colorado Boulder,TRUE,X9K-AUvUEe2D4hIZm9Hv2w,Marketing Strategy for Engineers and Technologists,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=26gHJUvWEe2duhJkJYfIJQ&productType=course&showMiniModal=true&attemptSSOLogin=true,8,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,s5FdNPB5EeyItg5rPn9WvQ,Data Publishing on BigQuery using Authorized Views for Data Sharing Partners,googlecloud-data-publishing-on-bigquery-using-authorized-views-for-data-sh-fokkr,Google Cloud,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=s5FdNPB5EeyItg5rPn9WvQ&productType=course&showMiniModal=true&attemptSSOLogin=true,1,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,Ks42otJ0Ee2_vw4ejszVZQ,Bootstrap 4 Tutorial,bootstrap4-tutorial,W3Schools,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=Ks42otJ0Ee2_vw4ejszVZQ&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,ohFUZSqzEeyavRI3rIvGvQ,Proceso de datos sucios a datos limpios,proceso-de-datos-sucios-a-datos-limpios,Google,TRUE,"_4aTt61yEe2-UQ5ft5UA3w,hXUHfDgkEeylXgqHwJpmyQ","Análisis de Datos de Google,Análisis de Datos de Google",https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=ohFUZSqzEeyavRI3rIvGvQ&productType=course&showMiniModal=true&attemptSSOLogin=true,14,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,ahbOnuP5EeaUXhIpi7MC6A,"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)",hi-five-admin-it,Columbia University,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=ahbOnuP5EeaUXhIpi7MC6A&productType=course&showMiniModal=true&attemptSSOLogin=true,11,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,TO0bolKtEeyVGA66xJWpIw,Select Topics in Python: Natural Language Processing,codio-select-topics-python-natural-language-processing,Codio,TRUE,mqMYPPv9Eey8ww4bGOICTw,Select Topics in Python,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=TO0bolKtEeyVGA66xJWpIw&productType=course&showMiniModal=true&attemptSSOLogin=true,7,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,U5-M6JbfEeqIewrigca5ow,High Stakes Leadership: Leading in Times of Crisis,high-stakes-leadership,University of Michigan,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=U5-M6JbfEeqIewrigca5ow&productType=course&showMiniModal=true&attemptSSOLogin=true,12,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,C1-4dMSdEeWiGxJ5iODchw,Bajemos la temperatura: De la ciencia climática a la acción,cambios-temperatura,The World Bank Group,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=C1-4dMSdEeWiGxJ5iODchw&productType=course&showMiniModal=true&attemptSSOLogin=true,13,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,TB5_Wuh0EeyDYwq6z4uKRQ,Processing IoT Hub data streams with Azure Stream Analytics,processing-iot-hub-data-streams-with-azure-stream-analytics,Coursera Project Network,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=TB5_Wuh0EeyDYwq6z4uKRQ&productType=course&showMiniModal=true&attemptSSOLogin=true,1,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,1OsCg4CyEe-L8RKezlgehQ,Agile Team Leadership,agile-team-leadership,Duke University,TRUE,cprrzDotSSqcmHahio4ApQ,Agile Approaches for Modern Leadership,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=1OsCg4CyEe-L8RKezlgehQ&productType=course&showMiniModal=true&attemptSSOLogin=true,1,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,fngHPa1EEe2fwxIAdw5Cyw,Proyecto final para desarrolladores de back-end,back-end-developer-capstone-es,Meta,TRUE,mHnDMDHwQ4CUJOgUE0oOdg,Desarrollador back-end de Meta,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=fngHPa1EEe2fwxIAdw5Cyw&productType=course&showMiniModal=true&attemptSSOLogin=true,24,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,BmTjh7ynEe-ADgr_3OZlyQ,Mastering REST APIs with FastAPI,packt-mastering-rest-apis-with-fastapi-1xeea,Packt,FALSE,,,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=BmTjh7ynEe-ADgr_3OZlyQ&productType=course&showMiniModal=true&attemptSSOLogin=true,18,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
,,COURSE,TIUxcwm1EeutYApDK7IjMQ,Adaptability and Resiliency,adaptability-and-resiliency,"University of California, Davis",TRUE,OmBpzgpfEeu9DBL5dNDr_w,Professional Skills for the Workplace,https://www.coursera.org/programs/ltimindtree-learning-program-2024-f44st?productId=TIUxcwm1EeutYApDK7IjMQ&productType=course&showMiniModal=true&attemptSSOLogin=true,3,FALSE,FALSE,ALWAYS_AVAILABLE,ALWAYS_AVAILABLE
